Cluster,Career,Skill
Agile & Project Management,Lead Agile Tester,"Stakeholder Management, Team Collaboration, Scrum Framework, Architectural Decision Making, Sprint Planning, Agile Methodologies, Collaboration, Continuous Improvement, Project Management, Bug Reporting"
Agile & Project Management,Mid-Level Agile Administrator,"Continuous Improvement, Project Management, Independent Problem Solving, Team Collaboration, Agile Participation, Initiative, Agile Methodologies, Sprint Planning, System Administration"
Agile & Project Management,Mid-Level Agile Analyst,"Emotional Intelligence, Requirements Gathering, Lean Principles, Team Collaboration, Independent Problem Solving, Project Management, Agile Methodologies, Data-Driven Decision Making, Peer Mentoring, Scrum Framework, Agile Estimation Techniques"
Agile & Project Management,Mid-Level Agile Architect,"Agile Methodologies, Decision Making, Agile Metrics (Burndown/Velocity), Technical Leadership, Velocity Tracking, Emotional Intelligence, Change Management in Agile, Design Patterns, Peer Mentoring, Team Collaboration, Project Management"
Agile & Project Management,Mid-Level Agile Auditor,"Independent Problem Solving, Audit Reporting, Risk Assessment, OKRs, Project Management, Lean Principles, Agile Methodologies, Conflict Resolution, Agile Estimation Techniques, Stakeholder Management, Team Collaboration"
Agile & Project Management,Mid-Level Agile Consultant,"Sprint Planning, Team Collaboration, Business Requirement Analysis, Peer Mentoring, Interpersonal Skills, Emotional Intelligence, Agile Methodologies, Risk Management, Lean Principles, Kanban, Project Management, Retrospective Facilitation"
Agile & Project Management,Mid-Level Agile Coordinator,"Cross-Team Communication, Agile Participation, Change Management in Agile, Backlog Grooming, Agile Methodologies, Project Coordination, Interpersonal Skills, Peer Mentoring, DevOps Integration, Project Management, Retrospective Facilitation, Team Collaboration"
Agile & Project Management,Mid-Level Agile Developer,"Code Documentation, Peer Mentoring, Team Collaboration, Risk Management, Project Management, Collaboration, Agile Methodologies, Lean Principles, Continuous Improvement, SAFe (Scaled Agile), Adaptability, Debugging & Troubleshooting"
Agile & Project Management,Mid-Level Agile Director,"Budget Management, Team Collaboration, Project Management, Kanban, Agile Methodologies, Conflict Resolution, Agile Participation, Sprint Planning, Stakeholder Management, Peer Mentoring, Scrum Framework"
Agile & Project Management,Mid-Level Agile Engineer,"Agile Methodologies, SAFe (Scaled Agile), Agile Participation, Project Management, Velocity Tracking, Change Management in Agile, Technical Documentation, Team Collaboration, Risk Management, Decision Making, Sprint Planning"
Agile & Project Management,Mid-Level Agile Evangelist,"Project Management, Risk Management, Agile Metrics (Burndown/Velocity), Agile Participation, Community Engagement, Problem Solving and Analysis, Active Listening, Agile Methodologies, Kanban, Cross-Functional Team Leadership, Team Collaboration, Continuous Improvement, Public Speaking & Presentations"
Agile & Project Management,Mid-Level Agile Expert,"Project Management, Attention to Detail, Peer Mentoring, Scrum Framework, Agile Methodologies, Velocity Tracking, Team Collaboration, Advanced Domain Mastery, Backlog Grooming, Emotional Intelligence, SAFe (Scaled Agile), Innovation & R&D"
Agile & Project Management,Mid-Level Agile Lead,"Team Collaboration, Active Listening, Change Management in Agile, Agile Methodologies, Sprint Planning, Sprint Leadership, Independent Problem Solving, Project Management, Team Leadership, Agile Participation"
Agile & Project Management,Mid-Level Agile Manager,"Resource Planning, Decision Making, Agile Methodologies, Agile Estimation Techniques, Continuous Improvement, Peer Mentoring, Independent Problem Solving, Project Management, Agile Metrics (Burndown/Velocity), Team Collaboration, Sprint Planning, Kanban, Emotional Intelligence"
Agile & Project Management,Mid-Level Agile Practitioner,"Independent Problem Solving, Presentation Skills, Continuous Improvement, Jira Administration, Stakeholder Management, Process Adherence, Agile Participation, Continuous Learning, Project Management, Team Collaboration, Agile Estimation Techniques, Attention to Detail, DevOps Integration, Agile Methodologies"
Agile & Project Management,Mid-Level Agile Researcher,"SAFe (Scaled Agile), Initiative, Prototype Development, Agile Methodologies, Agile Participation, Team Collaboration, Independent Problem Solving, DevOps Integration, Project Management, Research on Emerging Technologies"
Agile & Project Management,Mid-Level Agile Scientist,"Change Management in Agile, Lean Principles, SAFe (Scaled Agile), Agile Methodologies, Risk Management, Independent Problem Solving, Problem Solving and Analysis, Emotional Intelligence, Research Methodology, Project Management, Team Collaboration, Retrospective Facilitation"
Agile & Project Management,Mid-Level Agile Specialist,"Knowledge Sharing, Lean Principles, Domain Expertise Application, Release Planning, Agile Metrics (Burndown/Velocity), Team Collaboration, Retrospective Facilitation, Agile Participation, Agile Methodologies, Initiative, Project Management"
Agile & Project Management,Mid-Level Agile Strategist,"Collaboration, Agile Methodologies, Agile Participation, Strategic Planning, Team Collaboration, Project Management, Velocity Tracking, Communication, Peer Mentoring, Risk Management, Business Alignment"
Agile & Project Management,Mid-Level Agile Technician,"Project Management, Continuous Improvement, Agile Methodologies, Agile Estimation Techniques, Agile Participation, Team Collaboration, Troubleshooting, Critical Thinking"
Agile & Project Management,Mid-Level Agile Tester,"Team Collaboration, Agile Methodologies, Agile Metrics (Burndown/Velocity), Jira Administration, Agile Participation, Bug Reporting, Peer Mentoring, Project Management, Lean Principles, Agile Estimation Techniques, Test Case Design, Presentation Skills"
Agile & Project Management,Principal Agile Administrator,"Problem Solving and Analysis, Project Management, OKRs, Technical Roadmap, Configuration Management, Agile Methodologies, Team Collaboration, Adaptability, System Administration, Continuous Improvement"
Agile & Project Management,Principal Agile Analyst,"Project Management, Retrospective Facilitation, Adaptability, Team Collaboration, SAFe (Scaled Agile), Requirements Gathering, Agile Methodologies, Data-Driven Decision Making, Lean Principles, Scrum Framework, Cross-Team Collaboration, Sprint Planning"
Agile & Project Management,Principal Agile Architect,"Team Collaboration, Time Management, DevOps Integration, Technical Roadmap, Agile Methodologies, Change Management in Agile, Kanban, Design Patterns, Stakeholder Management, Critical Thinking, Continuous Improvement, Project Management"
Agile & Project Management,Principal Agile Auditor,"Release Planning, Jira Administration, Project Management, Risk Assessment, Conflict Resolution, Agile Methodologies, DevOps Integration, Team Collaboration, Velocity Tracking, Technical Roadmap, Innovation Driving, Time Management"
Agile & Project Management,Principal Agile Consultant,"Retrospective Facilitation, Critical Thinking, Innovation Driving, Velocity Tracking, Agile Metrics (Burndown/Velocity), Agile Methodologies, Stakeholder Management, Team Collaboration, Solution Advisory, Continuous Improvement, Adaptability, Project Management"
Agile & Project Management,Principal Agile Coordinator,"Backlog Grooming, Project Management, Project Coordination, Team Collaboration, Velocity Tracking, Release Planning, DevOps Integration, Initiative, Critical Thinking, Cross-Team Collaboration, Agile Methodologies"
Agile & Project Management,Principal Agile Developer,"Technical Roadmap, Team Collaboration, Backlog Grooming, Sprint Planning, Continuous Improvement, Project Management, Adaptability, Debugging & Troubleshooting, Agile Methodologies, Stakeholder Management, Innovation Driving, Agile Metrics (Burndown/Velocity)"
Agile & Project Management,Principal Agile Director,"Cross-Functional Team Leadership, Retrospective Facilitation, Project Management, Backlog Grooming, Release Planning, Organizational Strategy, Problem Solving and Analysis, Team Collaboration, Technical Roadmap, Agile Methodologies, Agile Metrics (Burndown/Velocity), Executive Leadership, Conflict Resolution"
Agile & Project Management,Principal Agile Engineer,"Release Planning, Agile Metrics (Burndown/Velocity), Agile Methodologies, Project Management, Team Collaboration, Continuous Improvement, Velocity Tracking, Innovation Driving, Problem Solving and Analysis, Agile Estimation Techniques, Critical Thinking, Code Review, Technical Roadmap"
Agile & Project Management,Principal Agile Evangelist,"Cross-Team Collaboration, Lean Principles, Problem Solving and Analysis, Project Management, Jira Administration, Scrum Framework, SAFe (Scaled Agile), Technical Evangelism, Agile Methodologies, Innovation Driving, Team Collaboration, Release Planning"
Agile & Project Management,Principal Agile Expert,"Team Collaboration, Subject Matter Expertise, Agile Metrics (Burndown/Velocity), Presentation Skills, Project Management, Release Planning, Cross-Team Collaboration, Innovation Driving, Agile Methodologies, Change Management in Agile, Active Listening, Cross-Functional Team Leadership"
Agile & Project Management,Principal Agile Lead,"Stakeholder Management, Adaptability, Technical Roadmap, Team Collaboration, Team Leadership, Risk Management, Innovation Driving, Agile Methodologies, Sprint Leadership, Project Management, Collaboration"
Agile & Project Management,Principal Agile Manager,"SAFe (Scaled Agile), Team Management, Change Management in Agile, Agile Metrics (Burndown/Velocity), Collaboration, Agile Methodologies, Cross-Functional Team Leadership, Communication, Project Management, Technical Roadmap, Backlog Grooming, Team Collaboration"
Agile & Project Management,Principal Agile Practitioner,"Presentation Skills, Hands-On Implementation, Agile Methodologies, Process Adherence, Team Collaboration, Technical Roadmap, Continuous Improvement, Sprint Planning, Project Management, Change Management in Agile, Scrum Framework"
Agile & Project Management,Principal Agile Researcher,"Research on Emerging Technologies, Sprint Planning, Technical Roadmap, Jira Administration, Innovation Driving, Agile Methodologies, Project Management, Team Collaboration, Retrospective Facilitation, Problem Solving and Analysis, SAFe (Scaled Agile)"
